employee_id,sector,Gender,Age,role,Hire_Date,Years_At_Company,Education_Level,quality_score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,development_score,Promotions,Employee_Satisfaction_Score,Resigned,date,output_score,performance_status,performance_drivers,employee_explanation,strengths
88346,Engineering,Female,33,Engineer,2022-12-01 08:03:05.556036,1,High School,3,7800.0,31,5,22,10,0,9,47,0,1.93,True,2024-12-31,7.2886297376093285,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
82364,Legal,Female,47,Analyst,2016-11-15 08:03:05.556036,7,Bachelor,2,4800.0,34,20,27,14,0,6,20,0,2.56,False,2024-12-31,25.778732545649838,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
65350,Sales,Male,38,Analyst,2018-05-15 08:03:05.556036,6,High School,3,5200.0,47,47,7,10,25,13,51,1,3.98,False,2024-12-31,56.98120832491413,On Track,['No major performance risk factors identified'],"{'status': 'On Track', 'summary': ""Your performance for the selected period is classified as 'On Track'."", 'drivers': ['No major performance risk factors identified'], 'recommended_actions': ['Maintain current working practices and continue consistent performance.'], 'strengths': ['Good productivity level']}",['Good productivity level']
59650,Marketing,Male,22,Analyst,2018-05-30 08:03:05.556036,6,Bachelor,4,5600.0,58,31,7,7,50,18,40,0,2.21,False,2024-12-31,30.861124937779987,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
44953,Legal,Female,42,Specialist,2018-12-20 08:03:05.556036,5,High School,3,5850.0,59,28,28,11,0,1,75,0,1.14,False,2024-12-31,23.48336594911937,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
39526,HR,Female,51,Manager,2018-11-20 08:03:05.556036,5,Bachelor,3,7800.0,49,38,28,11,0,16,97,2,4.41,False,2024-12-31,36.9290573372206,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
13936,Customer Support,Female,33,Developer,2020-06-25 08:03:05.556036,4,Master,1,5500.0,31,15,23,1,25,12,90,2,4.25,False,2024-12-31,21.608643457382954,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
93781,Finance,Female,52,Consultant,2016-04-07 08:03:05.556036,8,High School,4,7700.0,43,14,20,1,100,8,42,2,4.52,False,2024-12-31,16.172506738544474,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
89885,Finance,Female,35,Technician,2019-07-03 08:03:05.556036,5,High School,4,4900.0,44,38,7,13,75,4,33,2,4.6,False,2024-12-31,48.9795918367347,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
81144,Finance,Male,23,Manager,2016-05-18 08:03:05.556036,8,High School,2,7200.0,40,3,5,7,0,12,32,1,2.58,False,2024-12-31,4.321728691476591,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
95800,HR,Female,37,Technician,2018-10-15 08:03:05.556036,5,Bachelor,2,4200.0,30,12,18,3,100,14,41,0,1.16,False,2024-12-31,18.838304552590266,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
89405,HR,Other,42,Manager,2019-05-28 08:03:05.556036,5,Bachelor,4,8400.0,45,20,12,11,25,19,23,2,3.67,False,2024-12-31,24.009603841536613,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
55224,Operations,Female,40,Technician,2024-06-08 08:03:05.556036,0,High School,2,4200.0,30,22,12,0,0,19,14,1,2.47,False,2024-12-31,37.41496598639456,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
73646,Engineering,Other,22,Consultant,2015-08-17 08:03:05.556036,9,High School,3,7150.0,40,37,5,8,25,14,11,0,2.43,False,2024-12-31,53.301320528211285,On Track,['No major performance risk factors identified'],"{'status': 'On Track', 'summary': ""Your performance for the selected period is classified as 'On Track'."", 'drivers': ['No major performance risk factors identified'], 'recommended_actions': ['Maintain current working practices and continue consistent performance.'], 'strengths': ['Good productivity level']}",['Good productivity level']
66294,IT,Female,29,Consultant,2019-05-25 08:03:05.556036,5,Bachelor,5,8250.0,58,33,4,5,100,13,63,1,2.75,True,2024-12-31,33.673469387755105,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
65540,Sales,Male,60,Technician,2022-12-14 08:03:05.556036,1,Bachelor,3,4550.0,34,21,5,1,50,13,97,1,3.02,False,2024-12-31,35.22504892367906,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
28111,Operations,Female,36,Engineer,2021-04-25 08:03:05.556036,3,High School,3,7800.0,36,11,29,5,0,14,3,1,4.7,False,2024-12-31,13.33602748029905,Needs Improvement,"['Lower productivity relative to workload', 'Limited recent training or development activity']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Limited recent training or development activity'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Consider completing relevant training to strengthen skills and performance.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
41929,Customer Support,Female,49,Engineer,2018-05-11 08:03:05.556036,6,Bachelor,5,9000.0,36,15,18,13,0,11,48,1,1.26,False,2024-12-31,20.408163265306122,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
86547,Engineering,Female,57,Analyst,2017-11-10 08:03:05.556036,6,Bachelor,3,5200.0,38,10,29,9,25,18,55,2,1.69,False,2024-12-31,11.661807580174926,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
82586,IT,Male,35,Developer,2019-08-10 08:03:05.556036,5,Bachelor,3,6500.0,41,12,19,7,50,15,42,0,1.97,False,2024-12-31,14.54839361487169,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
38604,Operations,Male,46,Manager,2018-09-15 08:03:05.556036,5,Bachelor,2,7200.0,41,19,10,3,75,19,37,2,1.38,False,2024-12-31,25.288376220053237,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
91658,Sales,Female,60,Technician,2015-02-26 08:03:05.556036,9,Bachelor,1,3850.0,37,14,20,10,0,13,35,1,1.46,False,2024-12-31,18.2370820668693,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
62787,Engineering,Female,40,Manager,2015-01-20 08:03:05.556036,9,Bachelor,1,6600.0,30,15,17,12,0,12,20,1,1.29,False,2024-12-31,23.85369732308508,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
84341,Sales,Male,50,Technician,2021-10-04 08:03:05.556036,2,High School,2,4200.0,37,16,14,10,50,8,22,2,4.23,False,2024-12-31,22.263450834879407,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
39875,Customer Support,Female,25,Manager,2017-09-21 08:03:05.556036,6,High School,2,7200.0,59,45,28,12,0,2,43,2,1.35,False,2024-12-31,37.74112384679899,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
78469,Sales,Male,42,Analyst,2019-04-26 08:03:05.556036,5,Bachelor,5,6000.0,48,49,12,1,50,18,37,1,2.42,False,2024-12-31,55.55555555555556,On Track,['No major performance risk factors identified'],"{'status': 'On Track', 'summary': ""Your performance for the selected period is classified as 'On Track'."", 'drivers': ['No major performance risk factors identified'], 'recommended_actions': ['Maintain current working practices and continue consistent performance.'], 'strengths': ['Good productivity level', 'Strong quality of work', 'Good attendance consistency']}","['Good productivity level', 'Strong quality of work', 'Good attendance consistency']"
31632,Operations,Male,50,Technician,2019-07-13 08:03:05.556036,5,PhD,5,5250.0,32,44,0,14,75,6,6,1,4.55,False,2024-12-31,84.18367346938776,Needs Improvement,['High number of sick days affecting consistency'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['High number of sick days affecting consistency'], 'recommended_actions': ['Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Good productivity level', 'Strong quality of work']}","['Good productivity level', 'Strong quality of work']"
14953,HR,Male,36,Specialist,2022-12-10 08:03:05.556036,1,Bachelor,3,5850.0,46,17,14,9,75,18,46,2,2.32,False,2024-12-31,19.638043896804003,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
39332,IT,Female,24,Developer,2018-05-11 08:03:05.556036,6,Bachelor,3,6500.0,46,30,29,9,75,5,69,0,4.51,False,2024-12-31,30.35925113847192,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
48588,Legal,Male,47,Analyst,2021-12-04 08:03:05.556036,2,PhD,5,6000.0,31,29,25,2,100,10,60,1,1.41,False,2024-12-31,40.816326530612244,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
83595,Sales,Female,52,Specialist,2016-10-08 08:03:05.556036,7,PhD,3,5850.0,50,22,6,2,50,6,66,1,2.25,False,2024-12-31,25.41393916056989,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
41488,Operations,Female,34,Specialist,2021-04-30 08:03:05.556036,3,High School,4,6300.0,60,18,3,0,0,7,25,2,1.94,False,2024-12-31,17.91936286709806,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
39628,Sales,Female,56,Consultant,2020-02-09 08:03:05.556036,4,Bachelor,2,6600.0,44,11,10,5,0,5,79,0,4.38,False,2024-12-31,13.744273219491879,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
87895,Customer Support,Female,28,Analyst,2016-03-08 08:03:05.556036,8,Bachelor,1,4400.0,45,10,28,1,25,9,44,2,3.34,False,2024-12-31,10.377032168799722,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
26304,Engineering,Female,39,Analyst,2016-12-24 08:03:05.556036,7,Bachelor,1,4400.0,38,1,11,10,0,10,98,1,4.28,False,2024-12-31,1.4074595355383532,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
67404,Operations,Male,35,Technician,2021-11-05 08:03:05.556036,2,High School,4,4900.0,48,22,25,7,100,15,65,0,1.63,False,2024-12-31,22.263450834879407,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
98085,Finance,Female,43,Specialist,2017-04-08 08:03:05.556036,7,Master,1,4950.0,56,28,10,10,100,1,96,1,3.25,False,2024-12-31,28.10304449648712,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
95602,Sales,Male,56,Consultant,2015-10-22 08:03:05.556036,8,Bachelor,2,6600.0,36,49,14,6,0,7,84,1,1.27,False,2024-12-31,69.76744186046511,Needs Improvement,['Quality score below expected level'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Quality score below expected level'], 'recommended_actions': ['Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good productivity level']}",['Good productivity level']
5020,HR,Female,32,Developer,2021-04-21 08:03:05.556036,3,Master,2,6000.0,41,4,28,10,100,12,26,1,4.74,False,2024-12-31,4.452690166975881,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
5224,IT,Female,41,Technician,2017-12-17 08:03:05.556036,6,Bachelor,2,4200.0,37,14,5,11,25,19,62,0,4.08,False,2024-12-31,21.699819168173597,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
15781,Legal,Male,49,Specialist,2015-11-03 08:03:05.556036,8,High School,5,6750.0,47,44,19,4,75,5,46,0,2.65,False,2024-12-31,47.67924869062669,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
45557,IT,Female,39,Consultant,2019-10-24 08:03:05.556036,4,Bachelor,4,7700.0,45,9,29,14,50,8,47,0,2.37,False,2024-12-31,9.260847196021265,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
12897,Finance,Male,27,Manager,2023-03-24 08:03:05.556036,1,Bachelor,1,6600.0,35,1,14,1,100,16,1,2,2.67,False,2024-12-31,1.4577259475218658,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'Limited recent training or development activity']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'Limited recent training or development activity'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Consider completing relevant training to strengthen skills and performance.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
34305,Operations,Male,57,Developer,2019-08-20 08:03:05.556036,5,High School,5,7500.0,37,18,2,12,75,13,68,2,4.36,False,2024-12-31,29.001074113856067,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
93323,Customer Support,Male,34,Analyst,2020-09-22 08:03:05.556036,3,Bachelor,2,4800.0,31,35,19,14,100,11,77,1,4.22,True,2024-12-31,52.910052910052904,Needs Improvement,"['Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Good productivity level']}",['Good productivity level']
5325,IT,Male,31,Manager,2022-03-16 08:03:05.556036,2,Bachelor,3,7800.0,53,16,11,6,0,16,38,1,3.01,False,2024-12-31,16.74515960230246,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
52926,HR,Male,48,Technician,2022-04-14 08:03:05.556036,2,Bachelor,3,4550.0,48,23,6,13,50,11,86,2,3.04,False,2024-12-31,27.611044417767108,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
62865,Legal,Male,50,Engineer,2017-09-09 08:03:05.556036,6,High School,4,8400.0,44,12,27,9,100,19,51,2,2.35,False,2024-12-31,12.777284826974267,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
8019,IT,Male,36,Analyst,2014-10-03 08:03:05.556036,9,Master,5,6000.0,52,39,9,5,0,2,74,0,4.08,False,2024-12-31,42.26115224851002,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
